claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects
1.3508904935289794,0.9149647081202069,0.0,0.6312752874292162,0.28027849086635226,0.011889974636381143,0.6575640510413437,0.8566749144444424,0.0,1.2125749365956626,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,0.9002401774032142,0.0,0.8146836359789114,1.3609352734792848,0.0,-0.4614010541012228,0.0,-0.5980521979549076,-0.4932277209151904,-0.01964115792669724,1.988263449721589,-0.327550454424871,0.021474197466371345
1.1520583104099829,0.0498374430171828,0.0,0.6312752874292162,0.4133205699020445,-0.9141548553846415,-1.520764334439807,0.8566749144444424,0.0,-1.194315059072019,0.0,0.0,0.0,-0.5210576913973508,1.7944671538158081,-1.0652275963538462,0.0,0.8146836359789114,1.3609352734792848,0.0,-0.5088942066541884,0.0,0.7304717559008878,-0.2717371281533223,-0.01964115792669724,1.5366157706510748,1.325976592476201,-0.4909180848226702
0.7956392023785454,1.0014774346305093,0.0,0.6312752874292162,0.4798416094198906,0.026999096735741305,0.6575640510413437,-1.167303889327644,0.0,1.039662419557192,0.0,0.0,0.0,0.5356733684456711,-0.5572684631417514,-1.0652275963538462,0.0,0.8146836359789114,0.013768740876460557,0.0,0.44200836853945535,0.0,1.470218489175896,-0.9677160314142531,-0.01964115792669724,1.5366157706510748,0.49921306902566503,0.021474197466371345
-1.3322464156840208,0.8284519816099044,0.0,0.6312752874292162,0.2137574513485061,-0.00697236887619546,0.6575640510413437,0.8566749144444424,0.0,-1.195586727354751,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,0.6917814741259503,0.0,0.8146836359789114,-0.4352867699911475,0.0,1.922598679965411,0.0,-0.4129152439654176,1.9342658614103543,-0.01964115792669724,0.3423750781893912,-0.327550454424871,-1.5157026494007533
-0.6138626186858105,-0.38272618953432924,0.0,0.6312752874292162,-0.9836212599727243,-0.3012634222509887,-1.520764334439807,0.8566749144444424,0.0,-1.1947962308546742,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,1.1682585101882679,0.0,-1.227470290299053,-0.8843422808587557,0.0,-0.7447360319620289,0.0,0.7557632010690557,-1.7584267950964378,-0.01964115792669724,0.27695028968243873,0.49921306902566503,-0.4909180848226702
1.6009037673636732,0.2228628960377876,0.0,0.6312752874292162,0.08071537231281384,-0.14343565000289799,0.6575640510413437,0.8566749144444424,0.0,1.2124374589434754,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,-1.2439064848772152,0.0,0.8146836359789114,2.708101806082109,0.0,-0.15520675337809722,0.0,-0.3037175553399972,-0.34061739286872234,-0.01964115792669724,-1.1637382153802698,0.9125948307509331,0.021474197466371345
-0.9874961342040177,1.6070665202026262,0.0,0.6312752874292162,0.6794047279734291,0.14508121658233136,-1.520764334439807,0.8566749144444424,0.0,-1.0199246572725358,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,0.3046438823253171,0.0,0.8146836359789114,-0.4352867699911475,0.0,-1.3054929498295187,0.0,-0.7762745435231333,-0.09670598817405218,-0.9092003180633819,1.1511727782286556,0.085831307300397,-2.028094931689795
0.6184116783201256,-0.20970073651372442,0.0,0.6312752874292162,0.5463626489377368,-0.25391509057656164,0.6575640510413437,-1.167303889327644,0.0,-1.020027765511676,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,-1.095007411107741,0.0,0.8146836359789114,0.46282425174406866,0.0,1.200728281392764,0.0,0.8517000199343789,-0.8134621331397301,-0.01964115792669724,1.5366157706510748,1.325976592476201,0.5338664797554129
0.300927169772187,-1.3343661811476557,0.0,0.6312752874292162,0.014194332794967696,-0.6209608974998653,0.6575640510413437,0.8566749144444424,0.0,-1.1944869061372532,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,0.42376314134089654,0.0,0.8146836359789114,-0.8843422808587557,0.0,-0.18903977618548637,0.0,1.1740169022872442,2.119315824418247,-0.9092003180633819,1.0854446960001471,-1.9810775013259432,-0.4909180848226702
0.5618005396052457,-0.9018025485961437,0.0,0.6312752874292162,0.8124468070091213,-0.4622669972333399,0.6575640510413437,-1.167303889327644,0.0,1.0390437701223494,0.0,0.0,0.0,1.592404428288693,1.7944671538158081,1.346937398711637,0.0,0.8146836359789114,1.3609352734792848,0.0,-1.512628767025236,0.0,-0.20778663918918022,0.25787261514125237,1.759477162346672,-0.12547715114708363,0.49921306902566503,-1.5157026494007533
-1.134800627798858,0.39588834905839243,0.0,0.6312752874292162,-1.0501422994905705,-0.1022464509040063,0.6575640510413437,-1.167303889327644,0.0,1.2113720071390246,0.0,0.0,0.0,2.6491354881317153,1.7944671538158081,1.2575979544499525,0.0,0.8146836359789114,-1.3333977917263637,0.0,-1.2316067728970381,0.0,0.14652379903090293,-0.6025497276917964,-0.9092003180633819,1.75416402435532,-0.740932216150139,1.0462587620444543
1.1388875556885618,0.2228628960377876,0.0,-1.5840948879291037,-0.25188982527641685,-0.14372435934237637,0.6575640510413437,-1.167303889327644,0.0,-1.1937307790502234,0.0,0.0,0.0,0.5356733684456711,-0.5572684631417514,0.006845734786368563,0.0,-1.227470290299053,-0.8843422808587557,0.0,-1.512628767025236,0.0,0.22896785578053713,0.7909980800123393,1.759477162346672,-0.12547715114708363,-1.9810775013259432,-0.4909180848226702
1.615460917318928,0.13635016952748522,0.0,0.6312752874292162,-0.18536878575857071,-0.16451143178480776,0.6575640510413437,0.8566749144444424,0.0,-1.1945900143763934,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,1.4958364724811113,0.0,0.8146836359789114,-1.3333977917263637,0.0,-1.2976812066825747,0.0,-0.9090097278635232,-0.5902249166619348,-0.9092003180633819,-0.8044218106861244,-0.327550454424871,-0.4909180848226702
0.5024166104226983,-0.7287770955755388,0.0,0.6312752874292162,1.211573044116198,-0.4057762031421027,-1.520764334439807,-1.167303889327644,0.0,1.2108564659433225,0.0,0.0,0.0,-0.5210576913973508,-0.5572684631417514,1.2873777692038473,0.0,-1.227470290299053,0.9118797626116767,0.0,0.2733179308257138,0.0,-0.5294550661913197,-0.11355155626475624,-0.9092003180633819,1.0854446960001471,0.49921306902566503,-0.4909180848226702
